4.	0.
4.1	0.
4.2	0.
4.3	0.
4.4	0.
4.5	0.
4.6	0.
4.7	0.
4.8	0.
4.9	0.
5.	0.
5.1	0.
5.2	0.
5.3	0.
5.4	0.
5.5	0.
5.6	0.
5.7	0.
5.8	0.
5.9	0.
6.	0.
6.1000000000000005	0.9369268933787059
6.2	0.9817443521522367
6.3	0.9933800342083967
6.4	0.9973258435108435
6.5	0.9988483122229151
6.6000000000000005	0.9994825264868821
6.7	0.999760409645981
6.8	0.9998865743932274
6.9	0.9999453781022014
7.	0.9999733396853845
7.1000000000000005	0.9999868457132552
7.2	0.9999934517926801
7.3	0.9999967161717185
7.4	0.9999983429550737
7.5	0.9999991594148568
7.6000000000000005	0.9999995716498048
7.7	0.9999997808597988
7.8	0.9999998875049719
7.9	0.9999999420769398
8.	0.9999999700963509
8.1	0.9999999845252773
8.200000000000001	0.9999999919751494
8.3	0.9999999958306169
8.4	0.9999999978300701
8.5	0.9999999988688981
8.6	0.9999999994096027
8.700000000000001	0.9999999996914406
8.8	0.9999999998385649
8.9	0.9999999999154321
9.	0.9999999999556654
9.1	0.9999999999767117
9.200000000000001	0.9999999999877949
9.3	0.9999999999935492
9.4	0.9999999999966372
9.5	0.9999999999982258
9.6	0.9999999999990701
9.700000000000001	0.9999999999994803
9.8	0.9999999999997264
9.9	0.9999999999998541
10.	0.9999999999999221
10.1	0.9999999999999537
10.200000000000001	0.9999999999999871
10.3	0.9999999999999694
10.4	0.9999999999999815
10.5	1.0000000000000024
